exporter,importer,year,trade_value,distance,contiguous,common_language,gdp_exporter,gdp_importer,trade_agreement
C19,C05,2008,28.27,9199.59,0,0,2851.93,498.93,0
C47,C34,2008,29.09,328.73,0,0,381.91,140.99,0
C37,C36,2008,81.99,3184.07,0,0,9645.49,801.72,0
C47,C11,2008,47.21,2316.54,0,0,381.91,1474.29,0
C33,C21,2008,0.0,1534.23,0,0,1195.61,910.09,0
C39,C03,2008,0.0,282.56,1,1,1701.61,940.86,0
C38,C28,2008,0.0,1354.3,0,0,166.51,1030.06,0
C10,C45,2008,4.95,3901.43,0,0,2123.66,17.94,0
C29,C06,2008,3.75,1277.46,0,0,263.57,96.47,0
C38,C42,2008,4.8,1737.75,0,1,166.51,31.36,0
C40,C50,2008,0.0,32012.47,0,0,32.74,709.75,0
C25,C37,2008,981.24,1922.07,0,0,2498.97,9645.49,0
C50,C25,2008,285.68,959.3,0,1,709.75,2498.97,0
C08,C34,2008,4.45,1889.31,0,0,175.73,140.99,0
C41,C15,2008,0.0,1197.48,0,0,1090.87,118.63,0
C49,C17,2008,81.21,2734.16,0,0,4060.39,626.08,0
C44,C32,2008,262.8,409.08,0,1,159.36,1190.97,0
C30,C16,2008,15.76,704.7,0,1,281.27,31.21,0
C49,C43,2008,122.73,3557.48,0,1,4060.39,1246.83,0
C08,C15,2008,0.0,1234.94,0,0,175.73,118.63,0
C03,C40,2008,0.0,2748.1,0,1,940.86,32.74,0
C31,C25,2008,559.48,1421.96,0,0,1090.12,2498.97,0
C09,C37,2008,4165.63,109.29,0,1,104.31,9645.49,0
C46,C18,2008,36.5,3247.51,0,0,2351.02,88.57,0
C23,C31,2008,0.0,1510.24,0,0,1605.83,1090.12,0
C46,C38,2008,77.6,1600.3,0,0,2351.02,166.51,0
C02,C36,2008,12.17,2077.04,0,0,142.95,801.72,0
C04,C25,2008,211.13,5026.1,0,0,2684.36,2498.97,0
C01,C30,2008,0.68,3992.33,0,0,81.74,281.27,0
C22,C12,2008,2.51,54490.66,0,0,800.46,3206.5,0
C07,C47,2008,0.0,105919.99,0,0,475.52,381.91,0
C44,C21,2008,42.56,789.24,0,0,159.36,910.09,0
C39,C41,2008,15.37,7133.13,0,0,1701.61,1090.87,0
C30,C48,2008,113.81,1420.98,0,0,281.27,6456.16,0
C11,C20,2008,1.35,16792.39,0,0,1474.29,33.03,0
C29,C09,2008,2.98,1772.16,0,0,263.57,104.31,0
C13,C38,2008,27.17,1326.16,0,0,226.27,166.51,0
C10,C32,2008,99.04,2354.25,0,0,2123.66,1190.97,0
C08,C22,2008,0.0,3281.42,0,0,175.73,800.46,0
C37,C19,2008,62.18,15330.19,0,0,9645.49,2851.93,0
C50,C26,2008,110.82,1012.14,0,0,709.75,411.76,0
C08,C46,2008,155.36,665.29,0,0,175.73,2351.02,1
C50,C42,2008,1.93,3507.8,0,1,709.75,31.36,0
C04,C37,2008,2083.42,1242.94,0,0,2684.36,9645.49,0
C37,C29,2008,1561.48,710.71,1,1,9645.49,263.57,0
C15,C01,2008,7.2,467.95,0,1,118.63,81.74,0
C50,C33,2008,63.23,2004.9,0,0,709.75,1195.61,0
C01,C50,2008,0.0,766.61,1,0,81.74,709.75,1
C02,C12,2008,0.0,752.74,1,0,142.95,3206.5,0
C42,C35,2008,0.71,7848.47,0,0,31.36,1070.2,1
C47,C21,2008,0.0,13487.91,0,0,381.91,910.09,0
C42,C02,2008,0.0,2358.8,0,0,31.36,142.95,0
C26,C39,2008,0.0,1308.25,0,0,411.76,1701.61,0
C17,C05,2008,1674.65,234.47,1,0,626.08,498.93,0
C34,C41,2008,33.84,839.91,0,0,140.99,1090.87,0
C28,C45,2008,0.0,1490.74,0,0,1030.06,17.94,0
C40,C08,2008,14.45,403.89,0,0,32.74,175.73,0
C38,C41,2008,0.0,528.13,1,0,166.51,1090.87,0
C32,C29,2008,0.0,2342.42,0,1,1190.97,263.57,0
C46,C28,2008,714.21,1138.27,0,0,2351.02,1030.06,0
C01,C08,2008,0.0,422.13,0,0,81.74,175.73,0
C27,C31,2008,28.17,3487.86,0,1,194.97,1090.12,0
C34,C37,2008,28.38,11377.64,0,1,140.99,9645.49,0
C33,C29,2008,0.0,1195.67,0,1,1195.61,263.57,0
C35,C46,2008,214.43,2641.82,0,0,1070.2,2351.02,0
C42,C41,2008,2.61,3997.99,0,0,31.36,1090.87,1
C49,C37,2008,7386.59,1074.83,0,1,4060.39,9645.49,0
C26,C20,2008,0.36,8052.97,0,0,411.76,33.03,0
C40,C44,2008,0.0,6615.14,0,0,32.74,159.36,0
C22,C01,2008,4.79,6154.3,0,0,800.46,81.74,0
C41,C13,2008,569.77,218.64,1,0,1090.87,226.27,0
C04,C38,2008,16.5,1869.05,0,0,2684.36,166.51,0
C46,C32,2008,309.8,1998.71,0,1,2351.02,1190.97,0
C19,C42,2008,12.93,5706.34,0,0,2851.93,31.36,0
C23,C10,2008,338.06,1889.75,0,0,1605.83,2123.66,0
C14,C31,2008,180.62,553.48,0,0,260.63,1090.12,0
C08,C27,2008,1.93,4750.04,0,0,175.73,194.97,0
C24,C04,2008,87.21,1504.04,0,0,426.33,2684.36,0
C47,C03,2008,66.64,1293.05,0,0,381.91,940.86,0
C22,C08,2008,58.23,850.18,1,0,800.46,175.73,0
C36,C35,2008,4.78,17825.29,0,0,801.72,1070.2,0
C29,C12,2008,15.15,4875.15,0,0,263.57,3206.5,0
C07,C28,2008,41.14,3403.61,0,0,475.52,1030.06,0
C22,C41,2008,0.0,2999.42,0,0,800.46,1090.87,0
C37,C04,2008,0.0,3952.06,0,0,9645.49,2684.36,1
C28,C38,2008,0.0,2649.5,0,0,1030.06,166.51,0
C12,C50,2008,36.67,3118.14,0,0,3206.5,709.75,0
C10,C08,2008,0.0,3091.54,0,1,2123.66,175.73,0
C16,C22,2008,0.0,22902.44,0,0,31.21,800.46,0
C25,C09,2008,18.78,3726.83,0,0,2498.97,104.31,0
C50,C47,2008,13.17,3594.6,0,0,709.75,381.91,0
C48,C20,2008,7.88,3195.42,0,0,6456.16,33.03,0
C42,C06,2008,0.05,10190.67,0,0,31.36,96.47,0
C04,C01,2008,0.0,956.77,0,0,2684.36,81.74,0
C43,C34,2008,5.25,9486.31,0,0,1246.83,140.99,0
C45,C23,2008,0.9,4060.91,0,0,17.94,1605.83,0
C48,C33,2008,0.0,1224.63,0,0,6456.16,1195.61,0
C13,C46,2008,5.04,7745.62,0,0,226.27,2351.02,0
C44,C26,2008,0.0,7486.66,0,0,159.36,411.76,0
C05,C30,2008,0.0,9736.86,0,0,498.93,281.27,0
C10,C34,2008,464.37,336.9,0,0,2123.66,140.99,0
C14,C11,2008,0.0,1145.72,0,0,260.63,1474.29,0
C36,C16,2008,0.0,824.73,1,0,801.72,31.21,0
C47,C24,2008,0.0,6287.18,0,0,381.91,426.33,0
C27,C43,2008,275.77,623.05,1,0,194.97,1246.83,0
C49,C02,2008,0.0,412.98,0,0,4060.39,142.95,0
C02,C40,2008,10.84,336.41,0,0,142.95,32.74,0
C26,C10,2008,0.0,3636.75,0,0,411.76,2123.66,0
C07,C04,2008,413.87,1059.22,0,1,475.52,2684.36,0
C31,C48,2008,251.67,2246.23,0,0,1090.12,6456.16,0
C41,C45,2008,1.09,5277.28,0,0,1090.87,17.94,0
C29,C39,2008,668.07,315.33,0,1,263.57,1701.61,0
C17,C34,2008,196.63,567.62,0,0,626.08,140.99,0
C38,C15,2008,0.97,8518.35,0,1,166.51,118.63,0
C14,C28,2008,105.62,359.81,0,0,260.63,1030.06,0
C20,C17,2008,0.49,10367.17,0,1,33.03,626.08,0
C26,C18,2008,134.72,213.75,1,1,411.76,88.57,0
C02,C39,2008,0.92,18109.69,0,0,142.95,1701.61,0
C21,C37,2008,0.0,2079.43,0,0,910.09,9645.49,0
C43,C41,2008,0.0,1582.35,0,0,1246.83,1090.87,0
C05,C26,2008,10.57,2522.12,0,0,498.93,411.76,0
C43,C02,2008,8.43,2621.53,0,0,1246.83,142.95,0
C43,C39,2008,0.0,22418.16,0,0,1246.83,1701.61,0
C18,C43,2008,2.47,8309.35,0,0,88.57,1246.83,0
C20,C15,2008,0.42,6718.47,0,1,33.03,118.63,1
C30,C45,2008,18.31,261.39,1,0,281.27,17.94,0
C29,C10,2008,46.55,1362.65,0,0,263.57,2123.66,0
C17,C29,2008,187.28,450.13,1,0,626.08,263.57,0
C31,C50,2008,223.08,1771.33,0,0,1090.12,709.75,0
C17,C23,2008,21.51,4260.04,0,1,626.08,1605.83,0
C17,C02,2008,0.65,20186.59,0,0,626.08,142.95,0
C15,C17,2008,0.0,121.28,0,0,118.63,626.08,0
C32,C11,2008,8.01,8440.25,0,0,1190.97,1474.29,0
C28,C04,2008,879.25,833.83,0,0,1030.06,2684.36,0
C11,C34,2008,13.68,2230.93,0,0,1474.29,140.99,0
C48,C36,2008,0.0,1318.05,0,0,6456.16,801.72,0
C19,C25,2008,0.0,441.19,0,0,2851.93,2498.97,0
C32,C33,2008,0.0,900.34,0,0,1190.97,1195.61,0
C20,C13,2008,0.21,18262.05,0,1,33.03,226.27,0
C41,C48,2008,83.0,4119.94,0,0,1090.87,6456.16,0
C19,C17,2008,62.98,3084.78,0,1,2851.93,626.08,0
C18,C28,2008,0.0,9533.14,0,0,88.57,1030.06,0
C02,C50,2008,0.0,34476.81,0,0,142.95,709.75,0
C27,C37,2008,43.59,3757.43,0,0,194.97,9645.49,0
C06,C41,2008,13.1,1118.19,0,0,96.47,1090.87,0
C28,C13,2008,8.44,5550.5,0,0,1030.06,226.27,1
C03,C06,2008,363.86,235.13,1,0,940.86,96.47,0
C20,C48,2008,11.95,2726.81,0,0,33.03,6456.16,0
C09,C31,2008,6.49,2177.59,0,0,104.31,1090.12,0
C12,C25,2008,0.0,406.83,0,0,3206.5,2498.97,0
C34,C17,2008,0.0,1154.9,0,0,140.99,626.08,0
C05,C06,2008,11.46,3275.34,0,1,498.93,96.47,0
C04,C22,2008,2323.1,334.01,0,0,2684.36,800.46,0
C01,C16,2008,0.0,4670.97,0,1,81.74,31.21,0
C45,C03,2008,20.31,422.06,0,0,17.94,940.86,0
C30,C39,2008,0.0,1966.92,0,1,281.27,1701.61,0
C46,C12,2008,0.0,646.53,0,0,2351.02,3206.5,0
C11,C26,2008,20.79,5552.29,0,1,1474.29,411.76,0
C09,C10,2008,1.67,14952.14,0,0,104.31,2123.66,0
C08,C13,2008,3.72,4165.68,0,0,175.73,226.27,0
C10,C27,2008,30.69,6951.83,0,1,2123.66,194.97,1
C46,C23,2008,194.13,2052.52,0,0,2351.02,1605.83,0
C21,C34,2008,0.0,1021.99,0,0,910.09,140.99,0
C07,C03,2008,0.0,2463.99,0,0,475.52,940.86,0
C28,C12,2008,4151.88,471.45,1,0,1030.06,3206.5,0
C41,C03,2008,0.0,288.23,1,0,1090.87,940.86,0
C10,C24,2008,83.39,1519.1,0,0,2123.66,426.33,0
C32,C34,2008,0.0,4805.26,0,0,1190.97,140.99,0
C07,C39,2008,0.0,2879.77,0,0,475.52,1701.61,1
C40,C04,2008,14.16,1279.96,0,1,32.74,2684.36,0
C34,C20,2008,2.9,1103.4,0,1,140.99,33.03,0
C05,C43,2008,0.0,2517.15,0,0,498.93,1246.83,1
C16,C40,2008,0.15,8043.01,0,1,31.21,32.74,0
C29,C24,2008,29.34,1031.94,0,0,263.57,426.33,0
C19,C12,2008,1796.32,1398.6,0,1,2851.93,3206.5,1
C11,C38,2008,0.0,509.04,1,0,1474.29,166.51,0
C38,C27,2008,31.21,779.44,1,1,166.51,194.97,0
C33,C24,2008,190.74,678.58,1,0,1195.61,426.33,0
C48,C50,2008,550.1,773.93,0,0,6456.16,709.75,0
C23,C19,2008,0.0,2170.03,0,0,1605.83,2851.93,0
C26,C32,2008,0.0,4421.14,0,0,411.76,1190.97,0
C27,C36,2008,0.0,1465.1,0,0,194.97,801.72,1
C28,C31,2008,0.0,408.48,0,0,1030.06,1090.12,0
C34,C40,2008,0.0,2244.26,0,0,140.99,32.74,0
C41,C33,2008,474.6,795.8,0,0,1090.87,1195.61,0
C45,C41,2008,18.63,787.44,0,1,17.94,1090.87,0
C03,C11,2008,59.57,4777.27,0,0,940.86,1474.29,0
C33,C02,2008,0.0,4517.42,0,1,1195.61,142.95,0
C45,C49,2008,14.06,1135.7,0,0,17.94,4060.39,0
C10,C26,2008,0.0,1023.8,0,0,2123.66,411.76,0
C18,C36,2008,0.0,13715.81,0,0,88.57,801.72,0
C12,C01,2008,0.0,20998.82,0,0,3206.5,81.74,0
C40,C05,2008,0.0,320.47,0,0,32.74,498.93,0
C08,C41,2008,0.0,599.73,1,0,175.73,1090.87,0
C15,C43,2008,7.25,1711.42,0,0,118.63,1246.83,0
C44,C50,2008,4.14,4916.19,0,0,159.36,709.75,0
C11,C36,2008,271.07,970.42,1,0,1474.29,801.72,0
C29,C21,2008,140.22,779.52,1,0,263.57,910.09,0
C34,C12,2008,16.67,7763.69,0,0,140.99,3206.5,0
C04,C20,2008,87.88,500.29,0,0,2684.36,33.03,0
C36,C20,2008,29.88,684.68,1,0,801.72,33.03,0
C29,C43,2008,0.0,230.45,1,0,263.57,1246.83,0
C03,C08,2008,5.12,5181.31,0,0,940.86,175.73,0
C21,C03,2008,83.05,2507.97,0,1,910.09,940.86,1
C15,C28,2008,10.11,2050.36,0,0,118.63,1030.06,0
C29,C50,2008,31.5,1464.25,0,0,263.57,709.75,0
C13,C31,2008,45.42,2313.63,0,0,226.27,1090.12,0
C15,C47,2008,0.0,966.04,1,0,118.63,381.91,0
C47,C37,2008,230.16,1672.51,0,0,381.91,9645.49,0
C02,C47,2008,1.75,9771.69,0,0,142.95,381.91,1
C16,C25,2008,3.79,4791.56,0,0,31.21,2498.97,0
C45,C26,2008,0.4,9163.76,0,0,17.94,411.76,0
C15,C27,2008,3.28,2689.01,0,1,118.63,194.97,0
C10,C11,2008,233.9,2726.13,0,0,2123.66,1474.29,0
C07,C14,2008,0.0,26691.97,0,0,475.52,260.63,0
C24,C34,2008,464.65,52.77,0,0,426.33,140.99,0
C04,C33,2008,0.0,11197.94,0,0,2684.36,1195.61,0
C13,C21,2008,27.58,2512.16,0,0,226.27,910.09,0
C49,C24,2008,586.69,511.66,0,1,4060.39,426.33,0
C03,C02,2008,0.0,1790.83,0,0,940.86,142.95,0
C33,C23,2008,2016.88,218.65,0,0,1195.61,1605.83,0
C07,C26,2008,72.01,1376.95,0,1,475.52,411.76,0
C05,C02,2008,0.0,3753.14,0,0,498.93,142.95,0
C23,C03,2008,41.75,5391.34,0,0,1605.83,940.86,0
C36,C41,2008,70.41,1153.67,0,0,801.72,1090.87,0
C49,C08,2008,647.77,220.93,0,0,4060.39,175.73,0
C43,C18,2008,5.42,2076.91,0,0,1246.83,88.57,0
C06,C18,2008,14.42,396.98,0,1,96.47,88.57,0
C48,C38,2008,211.37,1121.34,0,1,6456.16,166.51,0
C02,C46,2008,92.55,1009.61,0,0,142.95,2351.02,0
C32,C28,2008,0.0,1742.09,0,1,1190.97,1030.06,0
C26,C23,2008,40.78,2989.7,0,1,411.76,1605.83,0
C08,C50,2008,9.56,2501.96,0,0,175.73,709.75,0
C19,C02,2008,16.63,6050.75,0,0,2851.93,142.95,0
C34,C27,2008,71.1,530.33,1,0,140.99,194.97,0
C07,C45,2008,2.15,1293.0,0,0,475.52,17.94,0
C07,C46,2008,0.0,2418.66,0,0,475.52,2351.02,0
C37,C41,2008,0.0,2627.13,0,0,9645.49,1090.87,0
C48,C23,2008,132.37,7652.67,0,0,6456.16,1605.83,0
C25,C18,2008,54.13,1071.94,0,0,2498.97,88.57,0
C29,C17,2008,28.85,1566.35,0,0,263.57,626.08,0
C19,C22,2008,186.12,1064.84,0,0,2851.93,800.46,0
C24,C16,2008,5.54,2472.16,0,0,426.33,31.21,0
C44,C01,2008,0.52,5575.7,0,0,159.36,81.74,0
C36,C05,2008,588.33,474.11,0,1,801.72,498.93,0
C50,C14,2008,101.64,619.48,1,0,709.75,260.63,0
C01,C28,2008,0.0,1052.58,0,0,81.74,1030.06,1
C04,C23,2008,0.0,4041.02,0,0,2684.36,1605.83,0
C33,C15,2008,33.38,2361.44,0,0,1195.61,118.63,0
C02,C17,2008,109.94,549.27,0,0,142.95,626.08,1
C10,C36,2008,0.0,3076.89,0,0,2123.66,801.72,1
C46,C13,2008,29.0,3246.85,0,0,2351.02,226.27,0
C03,C46,2008,6155.35,103.91,0,0,940.86,2351.02,0
C35,C02,2008,0.0,346.87,0,0,1070.2,142.95,0
C21,C07,2008,82.32,1877.64,0,0,910.09,475.52,0
C06,C08,2008,0.97,6092.0,0,0,96.47,175.73,0
C14,C26,2008,26.51,2780.13,0,0,260.63,411.76,0
C39,C25,2008,0.0,874.58,0,0,1701.61,2498.97,0
C30,C31,2008,51.36,1884.03,0,0,281.27,1090.12,0
C43,C12,2008,2677.84,751.31,1,0,1246.83,3206.5,1
C33,C43,2008,25.62,8071.11,0,0,1195.61,1246.83,0
C34,C25,2008,33.16,2274.54,0,0,140.99,2498.97,0
C04,C15,2008,14.35,6076.44,0,0,2684.36,118.63,0
C18,C44,2008,1.95,2582.04,0,0,88.57,159.36,0
C37,C13,2008,739.18,1669.31,0,0,9645.49,226.27,1
C45,C05,2008,4.43,1259.12,0,0,17.94,498.93,0
C22,C17,2008,45.92,1587.57,0,1,800.46,626.08,0
C11,C10,2008,0.0,168.54,0,0,1474.29,2123.66,0
C40,C18,2008,16.8,208.0,1,0,32.74,88.57,0
C38,C10,2008,0.0,2401.36,0,0,166.51,2123.66,0
C27,C12,2008,30.72,3645.47,0,0,194.97,3206.5,0
C45,C04,2008,2.62,2399.72,0,0,17.94,2684.36,0
C06,C10,2008,1.1,43016.98,0,0,96.47,2123.66,0
C17,C11,2008,8.62,5495.41,0,0,626.08,1474.29,0
C09,C04,2008,38.05,1348.72,0,0,104.31,2684.36,0
C41,C32,2008,105.12,1520.83,0,0,1090.87,1190.97,0
C08,C39,2008,0.0,3231.97,0,0,175.73,1701.61,0
C36,C27,2008,25.3,692.66,0,0,801.72,194.97,0
C40,C46,2008,856.14,125.71,1,0,32.74,2351.02,1
C22,C42,2008,15.31,1034.67,0,1,800.46,31.36,0
C43,C01,2008,279.63,238.14,0,0,1246.83,81.74,0
C42,C14,2008,0.63,3226.9,0,0,31.36,260.63,0
C17,C26,2008,34.75,1658.84,0,0,626.08,411.76,0
C06,C27,2008,0.84,9757.0,0,0,96.47,194.97,0
C22,C31,2008,46.54,2455.23,0,0,800.46,1090.12,0
C47,C17,2008,22.39,4609.06,0,1,381.91,626.08,0
C46,C43,2008,0.0,1170.12,0,0,2351.02,1246.83,0
C22,C45,2008,0.55,19431.84,0,0,800.46,17.94,0
C16,C14,2008,5.59,799.46,0,0,31.21,260.63,1
C42,C04,2008,0.0,1931.08,0,0,31.36,2684.36,0
C16,C01,2008,45.37,242.56,1,1,31.21,81.74,0
C24,C02,2008,51.18,1353.19,0,0,426.33,142.95,0
C15,C30,2008,0.31,21094.53,0,0,118.63,281.27,0
C01,C23,2008,0.0,188.75,0,0,81.74,1605.83,0
C11,C41,2008,0.0,1517.32,0,0,1474.29,1090.87,0
C13,C22,2008,0.0,2979.45,0,0,226.27,800.46,0
C38,C29,2008,0.0,523.22,0,1,166.51,263.57,0
C22,C27,2008,2391.45,49.25,0,0,800.46,194.97,0
C05,C17,2008,0.0,226.15,0,0,498.93,626.08,0
C50,C19,2008,3766.96,159.51,0,0,709.75,2851.93,0
C02,C29,2008,26.59,476.22,0,0,142.95,263.57,0
C37,C17,2008,67.84,4698.17,0,0,9645.49,626.08,0
C06,C14,2008,8.78,1333.34,0,1,96.47,260.63,0
C03,C38,2008,39.51,1853.64,0,1,940.86,166.51,0
C20,C24,2008,0.92,3925.35,0,1,33.03,426.33,0
C36,C32,2008,338.64,427.72,0,0,801.72,1190.97,0
C42,C50,2008,0.73,7504.14,0,0,31.36,709.75,0
C19,C47,2008,6543.73,141.31,0,0,2851.93,381.91,0
C32,C48,2008,779.75,623.92,0,0,1190.97,6456.16,0
C45,C07,2008,3.36,686.73,1,0,17.94,475.52,0
C09,C28,2008,3.08,5223.42,0,0,104.31,1030.06,0
C49,C15,2008,0.0,467.7,1,1,4060.39,118.63,0
C39,C40,2008,72.61,1388.77,0,0,1701.61,32.74,1
C15,C07,2008,0.0,1718.95,0,0,118.63,475.52,0
C44,C22,2008,15.75,2861.38,0,0,159.36,800.46,0
C29,C14,2008,0.0,585.11,0,0,263.57,260.63,0
C36,C34,2008,7.0,4435.8,0,0,801.72,140.99,0
C10,C01,2008,3.63,11007.96,0,0,2123.66,81.74,0
C24,C37,2008,59.05,2610.61,0,0,426.33,9645.49,0
C28,C22,2008,304.1,348.06,1,0,1030.06,800.46,0
C34,C16,2008,141.69,72.05,1,0,140.99,31.21,0
C41,C10,2008,0.0,5615.9,0,0,1090.87,2123.66,1
C48,C14,2008,944.26,482.55,0,0,6456.16,260.63,0
C33,C41,2008,839.77,646.6,0,0,1195.61,1090.87,0
C29,C48,2008,213.62,3110.81,0,1,263.57,6456.16,0
C36,C48,2008,104.81,5491.92,0,0,801.72,6456.16,0
C47,C49,2008,70.72,4902.81,0,0,381.91,4060.39,0
C08,C36,2008,10.06,3917.51,0,0,175.73,801.72,0
C14,C17,2008,779.29,184.04,0,1,260.63,626.08,0
C18,C15,2008,0.74,6149.88,0,0,88.57,118.63,0
C42,C13,2008,0.0,2216.93,0,1,31.36,226.27,1
C37,C46,2008,16617.26,603.44,1,0,9645.49,2351.02,0
C14,C22,2008,147.12,223.8,0,0,260.63,800.46,0
C05,C33,2008,16.12,4721.69,0,0,498.93,1195.61,0
C39,C42,2008,138.88,434.67,0,0,1701.61,31.36,0
C45,C08,2008,1.24,1162.65,0,0,17.94,175.73,0
C08,C47,2008,16.68,2329.97,0,0,175.73,381.91,0
C39,C26,2008,680.9,845.1,1,0,1701.61,411.76,0
C08,C18,2008,59.34,367.1,1,0,175.73,88.57,1
C25,C15,2008,0.0,2650.76,0,0,2498.97,118.63,0
C29,C18,2008,56.06,375.35,1,0,263.57,88.57,0
C16,C30,2008,0.0,859.16,1,0,31.21,281.27,0
C40,C21,2008,4.42,2719.43,0,0,32.74,910.09,0
C29,C08,2008,19.79,1567.16,0,0,263.57,175.73,0
C08,C20,2008,0.63,8381.03,0,0,175.73,33.03,1
C34,C13,2008,23.24,821.45,1,0,140.99,226.27,0
C48,C02,2008,183.93,547.02,0,1,6456.16,142.95,0
C11,C07,2008,24.47,3132.63,0,0,1474.29,475.52,0
C09,C20,2008,11.75,241.05,0,0,104.31,33.03,0
C30,C32,2008,0.0,4774.76,0,0,281.27,1190.97,0
C31,C17,2008,0.0,1918.28,0,0,1090.12,626.08,0
C22,C04,2008,0.0,1213.18,0,0,800.46,2684.36,0
C11,C05,2008,131.48,674.98,0,0,1474.29,498.93,0
C01,C03,2008,0.39,32743.15,0,0,81.74,940.86,0
C27,C39,2008,14.42,3132.09,0,1,194.97,1701.61,0
C29,C05,2008,1.84,11437.35,0,0,263.57,498.93,0
C22,C50,2008,1156.05,294.1,0,1,800.46,709.75,0
C15,C06,2008,9.91,877.47,0,0,118.63,96.47,0
C29,C41,2008,3.29,10720.19,0,0,263.57,1090.87,0
C04,C02,2008,0.0,2206.73,0,0,2684.36,142.95,0
C47,C16,2008,0.0,2214.8,0,0,381.91,31.21,0
C08,C48,2008,68.99,1278.49,0,0,175.73,6456.16,0
C29,C42,2008,4.97,920.02,1,0,263.57,31.36,1
C47,C41,2008,1.95,13486.92,0,0,381.91,1090.87,0
C10,C07,2008,589.69,544.18,1,0,2123.66,475.52,0
C23,C27,2008,5.61,10721.72,0,0,1605.83,194.97,0
C13,C40,2009,4.11,2023.68,0,0,232.18,33.62,0
C17,C44,2009,0.0,4816.75,0,0,647.99,160.94,0
C13,C07,2009,1.56,18531.71,0,0,232.18,484.75,1
C02,C35,2009,0.0,2571.49,0,0,147.86,1116.94,0
C31,C45,2009,0.0,3832.85,0,0,1082.87,18.02,0
C46,C21,2009,443.01,1311.5,0,1,2380.46,918.77,0
C07,C25,2009,1675.87,460.03,1,0,484.75,2560.93,0
C35,C03,2009,37.32,2189.53,0,0,1116.94,973.12,0
C02,C48,2009,59.41,1754.07,0,0,147.86,6582.49,0
C24,C28,2009,36.91,5029.91,0,0,436.29,1045.44,0
C49,C06,2009,0.0,26308.77,0,0,4092.6,98.58,0
C14,C35,2009,0.0,4994.9,0,0,271.2,1116.94,0
C48,C25,2009,626.78,2065.06,0,0,6582.49,2560.93,0
C25,C46,2009,2613.31,1129.55,0,0,2560.93,2380.46,0
C39,C44,2009,79.76,1022.82,0,0,1726.08,160.94,0
C10,C41,2009,31.79,7434.7,0,1,2138.01,1111.43,0
C46,C47,2009,1289.42,240.56,0,0,2380.46,390.33,1
C06,C05,2009,58.45,910.87,0,1,98.58,504.31,0
C24,C29,2009,0.0,731.65,1,1,436.29,265.32,0
C05,C13,2009,0.0,6798.37,0,0,504.31,232.18,0
C11,C22,2009,611.68,501.75,0,0,1430.85,800.68,1
C31,C43,2009,0.0,6060.65,0,0,1082.87,1257.36,0
C30,C33,2009,0.0,7895.78,0,0,286.6,1185.08,0
C47,C43,2009,341.55,585.68,0,0,390.33,1257.36,1
C24,C35,2009,0.0,2483.99,0,0,436.29,1116.94,0
C48,C04,2009,0.0,3404.56,0,0,6582.49,2791.64,0
C05,C10,2009,366.48,767.16,1,0,504.31,2138.01,0
C17,C18,2009,5.41,3764.96,0,1,647.99,90.44,1
C16,C46,2009,0.0,3446.18,0,0,31.29,2380.46,0
C44,C46,2009,11.96,2898.36,0,0,160.94,2380.46,0
C46,C26,2009,0.0,1631.89,0,1,2380.46,421.0,0
C02,C43,2009,94.02,1544.94,0,0,147.86,1257.36,0
C16,C21,2009,3.07,4033.53,0,0,31.29,918.77,0
C01,C31,2009,0.0,429.61,0,0,82.64,1082.87,0
C30,C06,2009,14.66,898.27,1,0,286.6,98.58,0
C24,C01,2009,0.0,1331.52,0,0,436.29,82.64,0
C08,C14,2009,2.4,3568.83,0,0,180.25,271.2,0
C21,C24,2009,53.94,1627.18,0,0,918.77,436.29,0
C05,C50,2009,49.05,2919.86,0,0,504.31,711.16,0
C19,C40,2009,24.17,1173.96,0,0,2894.85,33.62,0
C46,C49,2009,86.38,7193.86,0,0,2380.46,4092.6,0
C09,C50,2009,0.0,168.55,0,0,107.64,711.16,0
C15,C46,2009,37.95,1415.27,0,0,119.56,2380.46,0
C44,C25,2009,1.77,13022.19,0,0,160.94,2560.93,0
C14,C10,2009,0.0,1078.35,0,0,271.2,2138.01,0
C47,C32,2009,0.0,7508.02,0,0,390.33,1215.74,0
C49,C42,2009,2.51,8470.75,0,0,4092.6,32.02,0
C44,C40,2009,6.52,888.1,0,0,160.94,33.62,0
C28,C49,2009,230.86,3112.8,0,0,1045.44,4092.6,0
C21,C16,2009,4.64,3581.59,0,0,918.77,31.29,0
C46,C45,2009,0.0,783.64,1,0,2380.46,18.02,0
C02,C13,2009,10.94,2554.05,0,1,147.86,232.18,0
C14,C15,2009,9.85,2628.93,0,0,271.2,119.56,0
C37,C26,2009,892.24,730.87,1,0,9902.3,421.0,0
C33,C47,2009,10.26,10254.29,0,0,1185.08,390.33,1
C28,C41,2009,152.27,1737.73,0,0,1045.44,1111.43,0
C28,C32,2009,0.0,1507.73,0,0,1045.44,1215.74,0
C31,C37,2009,6248.23,609.86,1,1,1082.87,9902.3,0
C06,C02,2009,8.17,727.7,0,0,98.58,147.86,0
C20,C34,2009,4.97,993.79,1,0,34.0,142.47,0
C43,C13,2009,0.0,252.67,0,0,1257.36,232.18,0
C24,C38,2009,304.06,265.2,1,1,436.29,169.44,0
C11,C17,2009,0.0,829.83,0,0,1430.85,647.99,0
